code,name,credit hours,description
INT 312,STUDY ABROAD: CCSA LONDON/DUBLIN,3,
INT 320,STUDY ABROAD: CCSA SCOTLAND/ENGLAND,3,
INT 330,STUDY ABROAD: CCSA IRELAND,3,
INT 340,STUDY ABROAD: CCSA AUSTRALIA,3,
INT 341,STUDY ABROAD: CCSA BELIZE,3,
INT 360,INTERNSHIP IN INTERNATIONAL STUDIES,3,A non-paid learning opportunity at an international organization or business.
INT 361,STUDY ABROAD: CCSA INTERNSHIP,3,
INT 393,STUDY ABROAD: CCSA INDIA,3,
INT 400,SENIOR SEMINAR IN INTERNATIONAL STUDIES: THE CONTEMPORARY WORLD,3,"A seminar focusing on the historical, political, social, economic, and cultural trends in the world since 1945.  The course 
emphasizes research, writing, and speaking skills.   
 
COURSES OF INSTRUCTION 
 | 171 
COURSES OF INSTRUCTION: LATIN 
LAT 101/102 - LATIN LEVEL I (3, 3) 
Core Area: Foreign Language 
An introductory course concentrating on the acquisition of a basic vocabulary as well as an awareness of the elementary 
grammar and syntax needed for use of the language in basic research contexts. 
 
LAT 201/202 - LATIN LEVEL II (3, 3) 
Prerequisite: LAT 102   
Core Area: Foreign Language (201) 
An intermediate level course presupposing that the student has acquired the basic elements of the language and is 
prepared to work more intensively with actual texts.  The texts used here will be chosen from writers of the Christian era to 
acquaint the student with the linguistic usages of Christian authors."
LAT 255,SPECIAL TOPICS,3,"Special topics courses are offered periodically for topics not included in the established curriculum. 
COURSES OF INSTRUCTION: LAW"
LAW 105,INTRODUCTION TO LAW,3,"Core Area: Social Science 
An introduction to various aspects of the legal profession, such as exploring a legal career, applying to law school, career 
options, basic legal terminology, and the court system."
LAW 155,SPECIAL TOPICS,3,Special topics courses are offered periodically for topics not included in the established curriculum.
LAW 255,SPECIAL TOPICS,3,Special topics courses are offered periodically for topics not included in the established curriculum.
LAW 310,LEGAL RESEARCH AND WRITING,3,"This course is designed to provide students with an understanding of legal research and writing, including the reading and 
briefing of cases, application of valid legal sources, and analyze legal issues through the development of these skills."
LAW 312,PSYCHOLOGY AND THE LAW,3,"Core Area: Social Science 
A course examining psychology and the legal system.  Topics include eyewitness testimony, the insanity defense, theories of 
crime, lie detection and confession, jury decision making, the psychology of rape, serial killers, punishment, and sentencing.  
Cross-listed as PSY 302."
LAW 315,LAWS AND ECONOMICS,3,"Prerequisite: ECO 105   
An introduction to the economic analysis of the law.  Economic analysis will be used to shed light on property, tort, and 
contract law.  Cross-listed as ECO 310."
LAW 320,CIVIL AND CRIMINAL PROCEDURE,3,"Prerequisite: LAW 105   
This course is designed to provide students with the fundamental concepts and proceedings that are essential to the 
interpretation and application of both civil and criminal law."
LAW 355,SPECIAL TOPICS,3,Special topics courses are offered periodically for topics not included in the established curriculum.
LAW 380,LEGAL ISSUES IN SPORTS AND ENTERTAINMENT MARKETING,3,"172 | COURSES OF INSTRUCTION 
 
Prerequisite: BUA 291, Must be a Junior or Senior, minimum GPA 2.5 
An investigation into the plethora of legal issues facing the sports and entertainment industries.  The course will analyze 
legislation that has affected the development and operation of these industries.  Landmark and seminal cases will be reviewed 
to ascertain the rights and restrictions of those operating within the industries.  Also included as a point of study will be 
controversial issues where legal precedents have not yet been set."
LAW 420,ADMINISTRTIVE LAW AND POLICY,3,"Prerequisite: LAW 105 
This course is designed to provide students with an understanding of administrative law as a source of law, and how it is 
applied in business and industry contexts.  Students will examine and categorize administrative law policy in order to interpret 
and discuss its purpose and impact."
LAW 455,SPECIAL TOPICS,3,Special topics courses are offered periodically for topics not included in the established curriculum.
LAW 497,INTRO TO INTERNSHIP,3,"Prerequisite: LAW 105, LAW 310 or LAW 320, Must be a Junior or Senior 
This course is designed to provide students with an opportunity to prepare for their intended career through resume and 
cover letter creation, mock interviews, and application to internships for their senior year.  This course will prepare students 
for the practical aspects of job searching and working in the industry and/or in their application or pursuit of graduate school 
or law school."
LAW 498,INTERNSHIP IN LAW,3,"Prerequisite: LAW 105, LAW 310 or LAW 320, LAW 420, Must be a Senior 
Interns work within organizations or other settings gaining experience in a specific area of law or another related field. 
 
COURSES OF INSTRUCTION: MANAGEMENT INFORMATION SYSTEMS"
MIS 113,COMPUTER APPLICATIONS AND HARDWARE,3,"A review of the history and need for information processing, the basic information processing cycle and functions, the 
processing capabilities of computers, system development, and program development. Key application areas in business, 
including word processing, data base management systems, spreadsheets, and web page design will be examined in some 
depth. The hardware associated with a computer will be discussed and examined. Hands-on use of a microcomputer for at 
least an introductory acquaintance with each application will be required. Installation of hardware and software will also be 
covered. Cross-listed as CIS 113."
MIS 114,INTRODUCTION TO PROGRAMMING,3,"MIS 114L - INTRODUCTION TO PROGRAMMING LAB (1) 
Co-Requisite: MIS 113   
Introduction to basic programming techniques and fundamental structures and methodologies of modern programming 
languages. Topics include basic program structure, variables, scope, decision structures, and loops. The course involves 
multiple programming projects. Prerequisites: MIS 113. Cross-listed as CIS 114."
MIS 150,PROGRAMMING I,3,"Prerequisite: MIS 114   
Introduction to visual object-oriented computer programming.  Basic concepts such as data types, decisions, looping, arrays, 
files, and databases will be introduced. Present day object-oriented language will be used."
MIS 155,SPECIAL TOPICS,3,Special topics courses are offered periodically for topics not included in the established curriculum.
