Course Code,Course Title,Credit Hours,Description
MFG 172,CNC THEORY,2," 
This course will review the development of computer numerical control (CNC), where CNC is used, 
terminology, and its advantages and shortcomings. Fundamentals of programming and tooling for basic 
CNC machining are also covered.  
 "
MFG 174,CNC PROGRAMMING,2," 
This course will provide students with a better understanding of set -up and operations of CNC machine 
tools. Special emphasis is placed on time -saving techniques in programming and operations.  
Prerequisite: MFG 172  
 "
MFG 185,MAINTENANCE & TROUBLESHOOTING,3,"
Covers methods and means used to troubleshoot and maintain machines typically found in a 
manufacturing environment. Problem symptoms, problem identification, maintenance records and 
systems will be covered.  
 "
MFG 190,DRIVE COMPONENTS & BEARINGS,2," 
This course instructs students in the principles, applications, and maintenance of various types of bearings 
and mechanical couplings, including ball and roller, powdered metal, nonmetallic, hydrostatic bearings, 
couplings, such as shear, torque limiting, f loating and insulated, speed reducers, seals and gears.  
 "
MFG 200,BASIC GAUGES & MEASUREMENT,2," 
This course provides instruction in inspection tools and inspection procedures commonly used in 
manufacturing.  
 "
MFG 201,PRINCIPLES OF CNC MACHINING ,3," 
This is the first course in the CAD/CAM/CNC series, students will learn about the various methods to 
design and machine projects for CNC machining. Concepts will be covered in  the areas of programming, 
tooling, software set up, machining principles , G and M codes, techniques, custom designs, maintenance,  
and safety.  
Prerequisite CAD 152  
 "
MFG 202,VISES AND FIXTURES,3," 
This is the middle course in the CAD/CAM/CNC series. Students  will learn about the various methods to 
design and machine fixture s for CNC machining. Concepts will be uncovered in  the areas of proper holding 
methods, vice jaws – powered and precision, table design and dimensioning, Mitee -bite holding 
techniques, types of clamps and locators, work supports, mounts – assembles and custom designs, 
maintenance, and safety.  
 "
MFG 203,ADVANC ED CAM PROGRAMMING,3," 
This is the final course in a three course CNC/CAD/CAM sequence. Students will design parts with complex 
geometry and learn to use CAM software to program tool paths and account for different types of tooling. "
MFG 240,INTRODUCTION TO QUALITY MANAGEMENT,3," 
This is a beginning course in the field of quality management. Students will be introduced to history of the 
field; problem solving strategies; root cause analysis; workflow diagraming; Six Sigma/Lean concepts; and 
basic statistical process control (SPC) as the concept of systems thinking is explored in practical scenario -
based  projects. The concepts in th is class are universal to all industries.  
 "
MFG 261,STRENGTH OF MATERIALS FOR MANUFACTURING,3," 
This course will build upon previous courses and provide students with a basic working knowledge of 
stress/strain, tensile strength, yield strength and some b asic finite element analysis (FEA). Students will 
use standard and custom elements to calculate load capabilities for bolts, pins, axles, and structural 
material. Some analysis will be computer -based as well as standard engineering analysis.  
Prerequisites:  MFG 105, MFG 160 and CAD 151  
 
………………………………………  
 
MEDICAL INSURANCE CODER/ BILLER (MIC)  
 "
MIC 101,ICD -CM CODING,3," 
This course is an introduction to basic coding principles utilizing the International Classification of 
Diseases, Clinical Modification Codi ng System, with an emphasis on ICD -CM conventions, coding steps and 
guidelines, V and E codes, symptoms, signs, and ill -defined conditions and use of the medical record as a 
source for coding. The Uniform Hospital Discharge Data Set (UHDDS) and guidelines for coding neoplasms, 
injuries, burns, poisonings, adverse effects of drugs, and complications of surgery and medical care are 
also included.  
Prerequisites: BIO 132 or BIO 254 or PNC 100, and MOA 120  
 "
MIC 141,PRINCIPLES OF MEDICAL CODING AND BILLING,3," 
Study principles and practices in health information management as it relates to documentation for 
medical billing. Introduction to ICD and CPT coding, private insurance, and government program claim 
processing, legal and health care finance issues, HIPAA  and release of information guidelines are 
emphasized.  
Prerequisites: MOA 120, ENG 131, CIS 095*, and BIO 132 or PNC 100  or BIO 254  
 "
MIC 150,CPT CODING,3," 
This course provides an introduction to the study of Current Procedure Terminology (CPT) Coding. 
Simulation of outpatient coding, including ambulatory surgery, diagnostic testing and procedures, 
physician services using patient records, and encoder software are essential parts of this course. Emphasis 
is placed on the use of official CPT codin g guidelines, compliance and Ambulatory Payment Classification 
(APC) calculations.  
Prerequisites: BIO 132 or B IO 254 or PNC 100 and MOA 120  
 "
MIC 201,BILLING SYSTEMS,3," 
This course provides an introduction to the study of the billing and reimbursement processes of hospitals 
and ambulatory health care settings including: scheduling, registration, insurance verification, fee 
schedules, encounter forms, charge capturing, billing process, reimbursement process, patient payment 
and collections. Computer labo ratory work with billing software is included.  
Prerequisite: CIS 095*  "
MIC 211,ADVANCED CODING,3," 
This course serves as a continuation of basic ICD -CM Coding with application of guidelines in more 
advanced case scenarios. The content includes simulation of inpatient and outpatient coding of diseases, 
procedures and services of all body systems using patient records and encoder software. Emphasis is 
placed on the use of official coding guidelines and compliance.  Prerequisites: MIC 101 and MIC 15 0 
 "
MIC 242,ADVANCED MEDICAL BILLING,3," 
Designed to teach advanced skills in medical insurance billing. Correct preparation of major carrier claims 
including use of modifiers and rebilling skills emphasized.  
Prerequisite: MIC 141  
 "
MIC 255,CODER/BILLER C APSTONE,3," 
A student may choose to take the capstone instead of the practicum. In the capstone, you will not be 
performing hours at an external site, but rather perform extensive coding  and billing exercises to prepare 
for the CPC exam, build a portfol io, and prepare for employment. Expect to spend approximately 10 hours 
a week minimum, outside of class time , working on assigned items.  
Prerequisite: MIC 241 
 
………………………………………  
 
MEDICAL ASSISTANT (MED/MOA)  
 "
