code,name,credit hours,description
IDS 296,Special Topics for ,1 to 3,"Interdisciplinary Studies
This course offers in-depth exploration of a 
special topic, issue or trend in interdisciplinary 
studies and may integrate two or more 
disciplines. Repeatable to a maximum of 12 
semester hours for different special topics; 
6 semester hours may apply to a degree or 
certificate.
(0 to 3 lec/0 to 6 lab) 
1 to 3 sem hrs
Internship  (ITS)"
ITS 297,Internship,N/A,"Combining academic credit with professional 
experience, this internship allows students 
to learn about, observe and work in areas 
that expand on their classroom studies in a 
particular discipline. Eighty hours are required"
for 1,credit. Repeatable to a maximum of 4 ,1,"semester hours; 6 semester hours from the 
internship courses (ITS297, ITS298, ITS299) 
may apply to a degree or certificate.
Prereq: Consent of instructor.
(0 lec/5 lab) 
1 sem hrs"
ITS 298,Internship,2,"Combining academic credit with professional 
experience, this internship allows students 
to learn about, observe and work in areas 
that expand on their classroom studies in a 
particular discipline. One hundred sixty hours 
are required for 2 credits. Repeatable to a 
maximum of 6 semester hours; 6 semester 
hours from the internship courses (ITS297, 
ITS298, ITS299) may apply to a degree or 
certificate.
Prereq: Consent of instructor.
(0 lec/10 lab) 
2 sem hrs"
ITS 299,Internship,3,"Combining academic credit with professional 
experience, this internship allows students 
to learn about, observe and work in areas 
that expand on their classroom studies in 
a particular discipline. Two hundred forty 
hours are required for 3 credits. Repeatable to 
a maximum of 6 semester hours; 6 semester 
hours from the internship courses (ITS297, 
ITS298, ITS299) may apply to a degree or 
certificate.
Prereq: Consent of instructor.
(0 lec/15 lab) 
3 sem hrs
Japanese  (JPN)"
JPN 101,Elementary Japanese I,3,"This course is designed for students who 
have no previous knowledge of Japanese. The 
course presents a basic foundation that enables 
students to acquire and develop language 
skills in listening, speaking, reading and some 
writing.
(3 lec/0 lab) 
3 sem hrs"
JPN 102,Elementary Japanese II,3,"This course is a continuation of JPN101 with 
emphasis on increased accuracy in listening, 
speaking skills, reading and writing.
Recommended Prereq: JPN101.
(3 lec/0 lab) 
3 sem hrs
127
www.waubonsee.edu
Course Descriptions
Kinesiology/Physical Education
Kinesiology/Physical 
Education  (KPE)"
KPE 108,Horsemanship I,5,"Intended for the beginning or inexperienced 
rider, Horsemanship I covers English riding 
(Saddle seat), grooming, leading, saddling, 
and bridling. Students will learn safe stable 
management skills for horse maintenance, 
nutrition, and health care of horses associated 
with human training practices. Students will 
also learn basic horse riding techniques (walk, 
trot, canter, or an obstacle).
Note: Students must have shoes (no slip-ons) 
with hard soles and low heels for riding, long 
pants, riding or bike helmet, tee shirts or 
sweatshirts (no tank tops). Maximum weight 
limit: 160 lbs, per stable requirements.
(0 lec/1 lab) 
.5 sem hrs"
KPE 109,Horsemanship II,5,"Horsemanship II provides a more in-depth 
continuation of skills learned in Horsemanship 
I. Riders work on diagonals, figure work, and 
horse psychology. Repeatable to a maximum of 
1.5 semester hours; a maximum of 4 semester 
hours of KPE activity courses may apply to a 
degree or certificate.
Note: Maximum weight limit: 160 lbs., per stable 
requirements.
Prereq: Consent of instructor.
(0 lec/1 lab) 
.5 sem hrs"
KPE 114,Basketball I,1,"This course is designed for the intermediate 
basketball player. Instruction includes the 
techniques for offensive and defensive 
strategies (i.e. shooting, passing, dribbling 
and rebounding). Students will play games in 
which basketball strategies and basketball rules 
will be applied. Repeatable to a maximum of 
4 semester hours; a maximum of 4 semester 
hours of KPE activity courses may apply to a 
degree or certificate.
Recommended Prereq: Varsity playing 
experience.
(0 lec/2 lab) 
1 sem hrs"
KPE 118,Personal Defense,1,"This course is designed to help students 
acquire confidence and the ability to cope with 
unexpected attacks and emergencies. Students 
will learn self-defense techniques (i.e. punch, 
kick, strike, or block skills), methods of breaking 
falls and verbal commands to escape an attack.  
Repeatable to a maximum of 4 semester hours; 
a maximum of 4 semester hours of KPE activity 
courses may apply to a degree or certificate.
Note: For noncredit course see REC890 in the 
Community Education section of the noncredit 
schedule.
(0 lec/2 lab) 
1 sem hrs"
KPE 124,Basketball II,1,"This course is designed for the experienced 
collegiate basketball player. Students will learn 
advanced techniques for offensive and defensive 
strategies (i.e. shooting, passing, dribbling and 
rebounding). Students will play games which 
basketball strategies and basketball rules will 
be applied. Repeatable to a maximum of 4 
semester hours; a maximum of 4 semester 
hours of KPE activity courses may apply to a 
degree or certificate.
Recommended Prereq: KPE114.
(0 lec/2 lab) 
1 sem hrs"
KPE 127,Cardio Kickboxing,1,"Cardio Kickboxing is a fusion of boxing, martial 
arts, and aerobics done rhythmically to music. 
This cardiovascular workout consisting of jabs, 
hooks, uppercuts, and kicks is designed to 
improve health. Students will learn kickboxing 
history, rules, strategies, research, safety 
and etiquette. This is a non-contact course 
and gloves are not required.  Repeatable to a 
maximum of 4 semester hours; a maximum of 
4 semester hours of KPE activity courses may 
apply to a degree or certificate.
(0 lec/2 lab) 
1 sem hrs"
KPE 134,Zumba Fitness,1,"This course is designed to improve an 
individual's cardiovascular, muscular endurance 
and flexibility through participation in aerobic 
exercise routines set to Latin-infused dance 
music. The routines feature interval training 
sessions where fast and slow rhythms and 
resistance training are combined. Intensity is 
elevated to a level appropriate to one's training 
heart rate.  Repeatable to a maximum of 4 
semester hours; a maximum of 4 semester 
hours of KPE activity courses may apply to a 
degree or certificate.
(0 lec/2 lab) 
1 sem hrs"
KPE 141,Jogging,1,"This course is designed to improve an 
individual's level of cardiovascular fitness, 
muscular strength, muscular endurance, and 
flexibility. Students will learn correct running 
mechanics, nutrition for running, strategies 
to avoid over-training, and common running 
injuries. This course combines theory and 
practice to gain maximum short- and long-
term cardiovascular benefits through interval, 
continuous, or circuit training programs. 
Repeatable to a maximum of 4 semester hours; 
a maximum of 4 semester hours of KPE activity 
courses may apply to a degree or certificate.
(0 lec/2 lab) 
1 sem hrs"
KPE 142,Weight Training,N/A,"This course is designed for either the beginner 
or experienced weight lifter. The course covers 
muscular strength and muscular endurance 
development through various modalities (free 
weights, machines, instability equipment, and 
suspension trainers).  Repeatable to a maximum"
of 4,semester hours; a maximum of 4 semester ,1,"hours of KPE activity courses may apply to a 
degree or certificate.
(0 lec/2 lab) 
1 sem hrs"
KPE 146,Yoga,1,"This course focuses on the union of mind, 
body and the breath through various yoga 
Asana while promoting physical health and 
psychological well-being. The practice of 
Asana, Pranayama and Meditation are utilized 
for a complete yoga practice. The yoga Asanas 
are designed to enhance muscular strength, 
muscular endurance, flexibility, concentration 
and relaxation. Repeatable to a maximum of 
4 semester hours; a maximum of 4 semester 
hours of KPE activity courses may apply to a 
degree or certificate.
(0 lec/2 lab) 
1 sem hrs"
