Course Code,Course Title,Credit Hours,Description
MET 428 ,MET Capstone Phase I ,1,". Development of proficiency in analysis, layout, and completion of a mechanical 
project. This first course is provided to facilitate project selection, project planning/scheduling, literature survey, patent 
searching, and proposal writing. Prerequisite: MET 315."
MET 429 ,MET Capstone Phase II ,1,". A continuation of MET 428, focusing on the completion of the project and 
presentation of the final results. The course is conducted to simulate the procedures utilized by local industries to 
conduct engineering projects. An objective of the course is to demonstrate and practice the diverse skills and teamwork 
required in the modern workplace. Prerequisite: MET 428."
MET 430L Mechanical,Engineering Technology Lab III ,1,". Laboratory projects in manufacturing processes, strength of 
materials, and properties of materials. Lab preparation sessions will review theory before each project. Computer 
generated reports will be turned in by each student for each project and some oral presentations will be required. A 
specific lab report format will be adhered to. Prerequisite: CMG 218. 
 
COURSE DESCRIPTIONS, AAMU Undergraduate Bulletin, 2023-2024 
~ 296 ~"
MET 431L Mechanical,Engineering Technology Lab IV ,1,". Laboratory projects in quality control and machine design. 
Lab preparation sessions will review theory before each project. Computer generated reports will be turned in by each 
student for each project and some oral presentations will be required. A specific lab report format will be adhered to. 
Prerequisite: MET 330."
MGT 207 ,Legal Environment and Ethics ,3,". A study of the legal environment as it pertains to profit and/or nonprofit 
organizations, along with ethical considerations, including social and political influence, as they affect such organization. 
Prerequisite: None."
MGT 315 ,Principles of Management ,3,". A study of the functions of management, which includes planning, 
organizing, leading and controlling, and the application of management principles in organizations. Prerequisite: None."
MGT 318 ,Business Law ,3,". This course is designed to cover the following subject matter: professional ethics and 
legal responsibility of accountants; debtor-creditor relations; government regulation of business; (UCC) uniform 
commercial code; business organizations, contracts and property. Prerequisite: MGT 207."
MGT 320 ,Planning and Launching New Ventures ,3,". This course focuses on business plan development, especially 
the financial aspects of the plan. The intent is that students will use a feasibility analysis, such as the one completed in"
MGT 330 ,Introduction to Entrepreneurship ,3,". An introductory course intended to provide students with a solid 
foundation in terms of the vital role played by entrepreneurs and entrepreneurship in the 21st century global economy. 
Emphasis is on entrepreneurship as a manageable process that can be applied in virtually any organizational setting. It is 
also a course that integrates a number of different disciplines, ranging from sociology and physiology to economics, 
finance, marketing, and human recourse management. Further, it is a course that mixes theory with practice, and you will 
be challenged to apply principles, concepts and framework to real world situations. Prerequisite: None."
MGT 332 ,Organizational Behavior and Theory ,3,". A study of the behavior of individuals and groups within 
organizations. The course also examines organizational design and processes. Prerequisite: MGT 315."
MGT 352 ,Small Business Management ,3,". The course intends to be a practical guide for small business management, 
exploring how operations can be planned and delivered. Small business managers are challenged every day as they need 
a wide body of knowledge to complete several critical functions such as organizing, directing, controlling, purchasing, 
production. This course develops a strong foundation in these business fundamentals. Prerequisite: MGT 315 and FIN 
315 and MKT 315."
MGT 397 ,Management Science ,3,". This course introduces the students to quantitative techniques in management 
sciences that are applicable to business. Topics include: Decision Analysis, Linear Programming, Transportation & 
Assignment Models, Network Models, Integer Programming, Goal Programming, and Project Management. 
Prerequisite: ECO 271 and MTH 120."
MGT 412 ,Principles of Insurance ,3,". A survey of basic principles, problems and terminology associated with 
individual, group and organizational risk management as it relates to the following: the legal aspects of insurance, the 
risk management process, types of coverage, the insurance market, operating an insurance business and governmental 
regulation of the profession. Prerequisite: MGT 315."
MGT 427 ,Quality Management ,3,". An overview of the total quality management function; including organization, 
management, process control, and product reliability and maintainability. Prerequisite: ECO 271 and MGT 315."
MGT 430 ,Advanced Management Seminar ,3,". An in-depth exploration of contemporary and special topics in 
management that intersect with current business, law, and other relevant areas. Content will vary depending on the 
current status of management practices and methods and the needs of the students.. Prerequisite: MGT 207 and MGT 
315."
MGT 431 ,Growing and Managing New Ventures ,3,". One of the most troublesome aspects of entrepreneurship is 
running the business once it is started. This course focuses on techniques to grow the new venture and how to manage 
both the growth and operations. Considerable emphasis will be placed on expanding existing markets, finding new 
markets, anticipating the next generation of products, and managing cash flow. This course is the capstone course for 
both the Entrepreneurship Minor and the Management Minor. Prerequisite: None. Recommended background for this 
course consists of: MGT 320."
MGT 433 ,Human Resource Management ,3,". An examination of the activities and practices related to effective and 
efficient utilization of human resources in organizations. Prerequisite: MGT 315."
