code,name,credits,description
MGT 2650,Leadership & Motivation ,Three,"Students in this course will study theories of motivation, leadership and management.  The course will 
present current and recent trends in leadership and motivation, and provide discussion as to the 
viability of these theories in the workplace as well as how well these concepts integrate with a Biblical 
World View.  Three hours. 
 
 
Grace College and Seminary Catalog | 2023-205 
 
Business 
 18 "
MGT 3310,Global Supply Chain Management  ,0,"The study of global supply chain management including topics such as purchasing, logistics, inventory 
management, risk analysis and contingency planning.  Environmental, social, governance, flexibility and 
financial criteria for global supply chains will be addressed.  
 "
MGT 3405,Organizational Behavior ,Three,"This course deals with human behavior in organizations. Conceptual frameworks, case discussions, and 
skill-oriented activities are applied to course topics which include: motivation, learning and 
development, group dynamics, leadership, communication, power and influence, change, diversity, 
organizational design, and culture. Class sessions and assignments are intended to help participants 
acquire skills and analytic concepts to improve organizational relationships and effectiveness. The 
course also examines selected personnel functions in an organization including job analysis, recruitment, 
and hiring, training, performance appraisal, and compensation.  Three hours. 
 "
MGT 3450,Introduction to Data Analytics ,Three,"In this course, students are introduced to Data Analytics by learning to retrieve data (SQL), prepare data 
(Excel), Analyze data using statistical methods, and report data.  Prerequisite: BUS3050. Three hours.  
 "
MGT 3480,Operations & Production Management ,Three,"The course studies the theory and practice of managing the production environment including plant 
layout and best practices in production. Prerequisite: BUS2430. Three hours. 
 "
MGT 4240,Human Resource Management ,Three,"An examination of the personnel functions in the business organization, particularly job analysis, 
recruitment and hiring, training, performance appraisal, compensation, the psychological forces 
motivating workers, discipline, and morale within a heightened awareness of legislative and regulatory 
oversight.  Prerequisite: BUS2430.  Three hours. 
 
MARKETING 
 "
MKT 2150,Marketing Principles ,Three,"This course provides a decision-oriented overview of marketing management in modern organizations. 
The objectives of the course are to provide a broad introduction to marketing concepts, the role of 
marketing in society and in the firm, and the various factors that influence marketing decision making. 
Three hours. 
 "
MKT 2500,Digital/Internet Marketing ,Three,"This course will give students a foundation for understanding the importance of digital marketing in 
today’s business environment.  Students will gain a basic understanding of how organizations can drive 
revenue and ROI through the user experience, attract customers through multiple digital channels, build 
smart websites and mobile experiences, and produce rich media for marketing and advertising.  The 
course will cover the fundamentals of online, content marketing, and mobile marketing, SEO, content 
management systems (CMS), social media and analytics.  Prerequisite: MKT 2150. Three hours. 
 
 
 
Grace College and Seminary Catalog | 2023-205 
 
Business 
 19 "
MKT 2600,Online Advertising & Email Marketing ,Three,"Students learn about today’s online marketing techniques, how to develop a successful online campaign 
across all digital channels, and ways to measure the success of the campaign.  Emphasis is placed on 
social, search, mobile, display, email, and relevant analytical tools and metrics.  Prerequisite: MKT2500.  
Three hours. 
 "
MKT 3000,Social Community & Content Marketing ,Three,"This course evaluates how content can be used as a differential advantage and as a way to create lasting 
relationships with customers. The goal of this course is to show how to develop, implement, and 
measure a successful content marketing strategy across multiple digital channels to attract, engage and 
retain a profitable market.  Prerequisite: MKT2500. Three hours. 
 "
MKT 3270,Consumer Behavior ,Three,"This course introduces the student to the psychological, sociological, cultural and economic 
determinants of consumer behavior.  The course is structured around a framework of cognitive, 
behavioral and environmental issues surrounding consumer choice and the creation of marketing 
strategies to influence those choices.  A Biblical framework for ethical use of these theories is explored 
throughout the course.  Prerequisite:  MKT 2150.  Three hours. 
 "
MKT 3430,Advertising and Promotion ,Three,"This course examines the approach to developing advertising/promotion strategy; the theory and 
practices of advertising and promotion; the use of advertising as a creative process; evaluation of the 
effectiveness of advertising; and the role of advertising and promotion in our society. Emphasis is placed 
on the relationship advertising has within the overall marketing programs, as well as promotion mix, 
decision tools, and ethical consideration. Prerequisite: MKT2150. Three hours. 
 "
MKT 3550,Services & Nonprofit Marketing ,Three,"This course examines the ways in which marketing for service related and not for profit organizations 
differ from marketing tangible goods with a profit motive.  Development of the knowledge, skills and 
attitudes necessary to market Services and the special category of NPO’s is emphasized.  Application of 
course material is made to a wide range of services and NPO’s.  Prerequisite: MKT 2150 or permission of 
the Instructor for non-majors.  Three hours.  
 "
MKT 4100,Product Management ,Three,"Best described as a general management at the intersection of technology, business and the customer, 
product management is typically organized as a marketing function.  The aim of this course is to expose 
students to product management as a career field, preview the essential tools and skills used by product 
managers, and help students develop a biblical philosophy of personal influence and leadership.  
Prerequisite: MKT2150. Three hours. 
 "
